1935.0,197
1936.0,196
1938.0,189
1934.0,169
1939.0,162
1933.0,161
1912.0,161
1947.0,157
1905.0,156
1930.0,155
1931.0,155
1937.0,151
1942.0,149
1932.0,148
1902.0,148
1928.0,146
1922.0,144
1925.0,144
1926.0,142
1909.0,140
1921.0,140
1927.0,139
1904.0,134
1943.0,133
1913.0,133
1884.0,132
1915.0,132
1903.0,131
1899.0,129
1946.0,129
1906.0,128
1910.0,128
1945.0,127
1924.0,126
1941.0,125
1940.0,125
1897.0,123
1893.0,123
1944.0,122
1949.0,120
1907.0,119
1948.0,117
1895.0,116
1894.0,115
1908.0,115
1883.0,114
1901.0,113
1892.0,112
1885.0,109
1923.0,109
1896.0,108
1882.0,107
1879.0,107
1878.0,107
1911.0,106
1916.0,106
1914.0,104
1920.0,102
1929.0,102
1951.0,101
1891.0,100
1900.0,99
1999.0,98
1886.0,96
1880.0,96
1890.0,93
1889.0,93
1881.0,93
1918.0,87
1862.0,87
2000.0,85
1954.0,83
1950.0,83
1887.0,83
1888.0,82
1898.0,82
1952.0,81
1877.0,81
1955.0,79
1856.0,77
1866.0,76
1997.0,74
1852.0,73
1858.0,72
1875.0,71
2002.0,71
1864.0,71
1957.0,69
1873.0,69
1998.0,68
1863.0,67
1956.0,65
2001.0,65
2003.0,65
1919.0,65
1860.0,65
1859.0,63
1953.0,63
2005.0,60
2004.0,59
1854.0,58
1822.0,58
1857.0,57
1960.0,56
1995.0,56
1802.0,55
1851.0,53
2006.0,53
2009.0,52
1876.0,52
1855.0,51
1827.0,50
1959.0,50
1958.0,50
1837.0,50
1795.0,50
1853.0,50
1831.0,48
1962.0,48
1874.0,47
1867.0,47
1861.0,46
2010.0,46
1996.0,45
1820.0,45
1845.0,44
1784.0,44
2012.0,43
1741.0,43
1961.0,43
2011.0,43
2007.0,42
1850.0,41
1778.0,41
1917.0,41
1869.0,40
1829.0,40
2013.0,39
1839.0,38
1993.0,38
1825.0,38
1824.0,38
1830.0,37
2008.0,37
1821.0,37
1818.0,35
1769.0,35
2014.0,35
1843.0,35
1770.0,35
1773.0,34
1865.0,34
1788.0,34
1789.0,34
1871.0,34
1838.0,34
1840.0,34
1847.0,33
1833.0,33
1841.0,33
1835.0,32
1849.0,32
1870.0,32
1826.0,32
1836.0,32
1846.0,32
1787.0,32
1994.0,31
1779.0,31
1868.0,31
1992.0,31
1872.0,31
1723.0,30
1819.0,29
1794.0,29
1783.0,29
1808.0,28
1828.0,28
1844.0,28
2015.0,28
1842.0,26
1848.0,26
1781.0,25
1834.0,25
1739.0,25
1774.0,25
1800.0,25
1718.0,25
1987.0,25
1811.0,25
1712.0,24
1780.0,24
1786.0,24
1772.0,24
1798.0,24
1767.0,23
1799.0,23
1990.0,23
1816.0,23
1806.0,23
1785.0,23
1984.0,22
1963.0,21
1777.0,21
1823.0,21
1768.0,21
1775.0,21
1793.0,21
1692.0,21
1766.0,20
2016.0,20
1762.0,19
1814.0,19
1986.0,18
1985.0,18
1737.0,18
1752.0,18
1817.0,18
1796.0,17
1738.0,17
1771.0,17
1989.0,16
1813.0,16
1782.0,16
1805.0,16
1832.0,16
1754.0,16
1742.0,15
1791.0,15
1964.0,15
1676.0,15
1807.0,14
1730.0,14
1792.0,14
1790.0,14
1809.0,14
1803.0,13
1750.0,13
1797.0,12
1689.0,12
1717.0,12
1812.0,11
1988.0,11
1810.0,11
1801.0,11
1751.0,11
1734.0,10
1764.0,10
1753.0,10
1815.0,10
1759.0,10
1720.0,10
1765.0,9
1745.0,9
1744.0,9
1755.0,9
1724.0,8
1804.0,8
1661.0,7
1700.0,7
1758.0,7
1965.0,7
1704.0,7
1736.0,7
1728.0,7
1763.0,7
1655.0,6
1726.0,6
1743.0,6
2017.0,6
1638.0,6
1733.0,6
1757.0,5
1706.0,5
1983.0,5
1662.0,5
1746.0,5
1760.0,5
1761.0,5
1671.0,5
1722.0,5
1749.0,5
1747.0,5
1673.0,4
1675.0,4
1691.0,4
1740.0,4
1735.0,4
1776.0,4
1674.0,4
1693.0,4
1708.0,4
1748.0,3
1651.0,3
1707.0,3
1672.0,3
1688.0,3
1756.0,3
1696.0,3
1681.0,3
1716.0,3
1731.0,3
1690.0,2
1648.0,2
1729.0,2
1715.0,2
1685.0,2
1683.0,2
1721.0,2
1710.0,2
1643.0,2
1967.0,2
1659.0,2
1656.0,2
1660.0,2
1991.0,2
1699.0,2
1979.0,2
1641.0,2
1709.0,2
1732.0,2
1637.0,2
1644.0,2
1982.0,2
1642.0,2
1977.0,1
1714.0,1
1632.0,1
1694.0,1
1695.0,1
1713.0,1
1658.0,1
1608.0,1
1702.0,1
1657.0,1
1670.0,1
1698.0,1
1701.0,1
1622.0,1
1705.0,1
1633.0,1
1639.0,1
1966.0,1
1981.0,1
1646.0,1
1697.0,1
1647.0,1
1669.0,1
1624.0,1
1727.0,1
1649.0,1
1679.0,1
1630.0,1
1665.0,1
1678.0,1
1653.0,1
1684.0,1
1626.0,1
